Insee,Code_postal,Ville,Sécurité,Éducation,Sport / Loisir,Environnement,Vie pratique,pouce_positif,pouce_negatif,commentaire,date,auteur
37062,37330,Château-la-Vallière,2,2,2,3,2,0,0,Pas interessante,25/01/2017,Leo3t37
37062,37330,Château-la-Vallière,1,1,1,1,1,0,0,Aucun interet,27/01/2017,Lolozoe37
8107,08360,Château-Porcien,1,3,3,2,2,0,0,"Ville dortoir dont les commerces se meurt, entre les agences immobilières et banque... il n'y a pas grand chose pour les après-midi shopping",03/05/2020,Nathnou
37063,37110,Château-Renault,2,4,4,3,3,3,0,Ville qui pourrais etre agréable mais trop de mauvaise fréquentation,24/06/2017,Ir
37063,37110,Château-Renault,1,1,1,1,1,2,0,"Le dernier recours, la cité refuge quand vous êtes pauvre et que vous ne pouvez louer de logement ailleurs.",26/03/2021,brokenleg
37063,37110,Château-Renault,3,5,4,2,5,1,0,"Ville qui dispose de tous les commerces nécessaires. On peut faire du sport, être scolarisé de la primaire au lycée, manger aux restaurants ou dans des fast-foods, faire ses courses, aller à la bibliothèque. Point négatif sur l'entretien de la ville même si l'arrivée de la mairesse à faire progresser les choses. La ville pourrait être pus accueillante et plus chaleureuse. ",13/01/2021,Aloe 
37063,37110,Château-Renault,0,1,1,0,0,3,1,"Ville polluée par l'insécurité, personne ne respecte rien, gens  bizarres en balade toute la journée meme en plein confinement strict. Chiens errants ainsi que les drogués.",19/11/2020,vf
57132,57170,Château-Salins,2,3,2,2,1,0,0,"Points négatifs  : Pas assez de chemin de marche, d'endroits tranquille pour se promener. Pas d'endroit pour accueillir les vacanciers, maison d'accueil détruit.  ",14/05/2021,Yas57
57132,57170,Château-Salins,2,2,2,2,3,0,0,Moi ma vie n est pas ici. l ennui,15/01/2017,Sabinette1
44037,44690,Château-Thébaud,3,4,4,4,4,0,0,"Nantes est une ville qui bouge sur tous les plans sportif, musicaux etc... Mais comme toutes les grandes villes elle subit les embouteillages, la pollution et même parfois la délinquance.",19/03/2019,Eloodie44
2168,02400,Château-Thierry,3,4,4,3,4,1,0,Ville réhabilité pour la jeunesse depuis 5ans école centre aérer et activité sportive en plein développement,06/10/2019,Nono02
2168,02400,Château-Thierry,4,4,3,4,4,0,0,"Ville calme, bien entretenue. Habitants très zen, sympathiques, accueillants et",30/06/2021,Tinou
2168,02400,Château-Thierry,3,3,4,4,4,0,0,"Superbe petite ville, région historique, beaucoup de commerces et du bon champagne,  tout est là pour vous inviter à venir",25/12/2019,Marie
2168,02400,Château-Thierry,4,4,4,4,4,0,0,"Une ville qui mets en avant les activités culturelles et sportives. Par exemple, il y a eu l'ouverture il y a plus d'un an d'une nouvelle piscine. Il est aussi mis en avant les monuments de la ville (le vieux château...)",09/09/2019,Chacha
2168,02400,Château-Thierry,4,4,4,3,4,0,0,Château thierry est une ville historique est très jolie la ville natale de jean de la fontaine le vieux château le spectacle des aigles plein d'autre chose le négatif est qu ' il y fait un peu froid l'hiver,15/03/2019,Messence
2168,02400,Château-Thierry,1,4,3,3,2,0,0,"Petite ville de province propre et qui se développe petit à petit, un patrimoine culturel à mettre en valeur pour y développer le tourisme",07/02/2019,Thepitch1107
2168,02400,Château-Thierry,4,3,3,3,3,0,0,"Ville joliment fleurie, agréable mais pas assez ""vivante"". Elle manque cruellement d'animations, d'événements sportifs, musicaux... C'est une ville à population vieillissante.",01/02/2019,Lilie02400
2168,02400,Château-Thierry,2,3,2,3,4,0,0,Ville qui commence à s améliorée dans tout les domaine mais il manque des médecin spécialiser et des magasins de petits bricolage et scolaire,19/08/2018,Pat
16089,16100,Châteaubernard,4,4,4,4,4,0,3,"Commune trés sympathique et convivial, avec de nombreux commerces, de trés belle église, son nouveau cinéma et sa nouvelle piscine ont conquis les habitants, aussi le Castel salle de spectacle qui reçoit de nombreux artistes ,attirent de nombreux visiteurs.",01/02/2021,laurie0016
7059,07130,Châteaubourg,3,4,4,4,5,1,0,BONJOUR,04/01/2022,Charles
35068,35220,Châteaubourg,5,5,5,5,4,0,0,"J'aime mon quartier car j'ai la chance de vivre dans une petite ville, dans une zone tranquille légèrement excentrée du cœur de la ville, entourée de maisons avec de grands terrains. La forêt est toute proche, idéale pour les balades. Le voisinage est discret mais chaleureux et les échanges et les rencontres pour les apéros sont nombreux. La vie associative est très riche. ",26/05/2021,Claudine
35068,35220,Châteaubourg,4,4,5,5,5,0,0,"Ville très bien desservie par les transports en commun, ville active et dynamique, engagée dans une démarche verte.",07/04/2021,Aude
35068,35220,Châteaubourg,3,5,5,4,3,0,0,"Une ville bien desservie et animée, avec les avantages de la campagne.",12/03/2021,Maélane
35068,35220,Châteaubourg,3,5,5,5,5,0,0,"Petite ville bien située, très bien fréquentée, on peut se sentir en sécurité. Nous sommes proches de la quatre voie ce qui est très pratique pour aller travailler. Il y a tous les commerces de première nécessité dont on peut avoir besoin. Chateaubourg est une ville dynamique qui essaie toujours de s'améliorer.",22/06/2020,TCC
35068,35220,Châteaubourg,4,4,4,4,4,0,0,"Petite ville bien située, très bien fréquentée, on peut se sentir en sécurité. Nous sommes proches de la quatre voie ce qui est très pratique pour aller travailler. Il y a tous les commerces de première nécessité dont on peut avoir besoin. Chateaubourg est une ville dynamique qui essaie toujours de s'améliorer.",03/03/2018,SarahDU35150
35068,35220,Châteaubourg,5,3,4,5,3,0,0,Tout à proximité sans le stress dans grandes villes,11/04/2017,Camille35
35068,35220,Châteaubourg,4,5,4,4,3,0,0,Tranquille,05/01/2017,Fabien350
44036,44110,Châteaubriant,3,4,4,4,4,4,1,Ville natale où je passe encore beaucoup de temps avec ma famille - une ville propre avec nombreux magasins et activitées,05/07/2018,Citadinewoman
44036,44110,Châteaubriant,5,5,5,5,5,0,0,"Châteaubriant, une ville qui me donne du plaisir d'y aller car je connais du monde là bas, elle paraît très isolée, et étrangement il y a énormément de commerces.",30/12/2021,David
44036,44110,Châteaubriant,3,4,5,3,2,0,0,Accès et service correct ,25/12/2021,Dafoun 
44036,44110,Châteaubriant,5,4,4,4,3,0,0,En pleine amélioration pour les transports en commun l’urbanisme et faire vivre les petits commerces ,13/08/2021,Scotch
44036,44110,Châteaubriant,1,2,4,3,5,1,0,"Gros problèmes de sécurité mais vie associative très présente dans l'environnement, le sport et les actions sociales et culturelles.",07/02/2021,marieblablabla
44036,44110,Châteaubriant,5,5,5,5,5,1,0,C'est une ville dynamique et accueillante qui se modernise et offre de bonnes infrastructures pour les jeunes.,15/01/2021,mirion1000
44036,44110,Châteaubriant,3,4,4,4,4,1,0,Joli site des étangs de Choisel agréable pour la promenade .Comportement des gens au volant déplorable !,18/11/2020,Christelle
44036,44110,Châteaubriant,5,4,5,5,5,2,0,Châteaubriant est une belle ville. Elle dispose de transports en commun notamment le tram train. La ville dispose également d'un beau centre-ville ainsi qu'une grande zone commerciale avec notamment leclerc et Hyper U. ,18/03/2020,Thomas
28088,28200,Châteaudun,4,3,3,4,4,0,0,"Petit village ou il fait bon vivre. Tout à proximité  .... Commerce, écoles, associations, activités sportives",12/03/2020,Cel-28
29026,29150,Châteaulin,4,4,4,4,0,2,1,"Cette ville a toutes les qualités mais on ne parle pas des forces de l'ordre qui passe leurs temps a faire des contrôles toutes la journée on peut se faire arrêter 3 fois dans la même journée c'est énervant de vivre comme ça ( il y a une école de gendarmerie a  côté) pour des vacances n'y venez même pas ,à cause de cela se n'est pas une ville paisible",12/04/2021,Jissa
29026,29150,Châteaulin,4,4,4,4,3,1,0,"Cadre de vie agréable à vivre ,cadre reposant et apaisant.  Ville de grandeur moyenne et proche de quimper et de Brest",21/07/2021,Rv
29026,29150,Châteaulin,4,3,4,4,2,0,0,On pourrait la nommer.  LA PETITE SUISSE  tant le cadre est reposant et inspiré le repos.      Vous pourrez pêcher sur les bords du canal et y faire des balades en vélos,14/06/2021,Mpb
29026,29150,Châteaulin,4,4,4,4,4,0,0,Petite ville mais tout le nécessaire. Canal de Nantes à  brest pour ballade vélo...beaucoup  de verdure et d'associations sportives.,17/05/2021,Lydie 
29026,29150,Châteaulin,4,4,3,4,3,0,0,"Cadre agréable d'une petite ville, mais on n'y trouve pas tout ",29/04/2021,parfenac8
29026,29150,Châteaulin,3,3,4,4,3,0,0,"Une ville qui bouge beaucoup l'été mais pas assez l'hiver, dommage qu'il n'y a pas assez de commerce voir un centre commerciale",30/05/2020,Debodan
18057,18370,Châteaumeillant,5,5,4,5,4,0,0,"Super qualité de vie, loin de la pollution, tout en ayant toutes les commodités sur place. Je suis bien dans ma ville. ",12/12/2021,Magali
42053,42800,Châteauneuf,1,0,3,2,4,0,0,"Je découvre ma ville , qui n'est pas trop mal en commerce et en animation quoi que cela pourrait  être  mieux",16/05/2017,Nanard110
26085,26780,Châteauneuf-du-Rhône,3,3,4,3,2,0,0,Ville dont le centre ville est en train de mourir à petit feu avec toutes ces zone commercial qui s ouvrent,12/06/2018,Tocdu26
6038,06740,Châteauneuf-Grasse,3,1,3,4,3,0,0,"Il manque des trottoirs sur la route de valbonne, sinon c´est une superbe ville. La fete de la courge était super bien organisée.",10/01/2019,Snunes
13026,13220,Châteauneuf-les-Martigues,4,4,5,4,5,0,0,Cette ville est pratique par rapport au travail  car elle est à proximité des voies d entrée et sortie d autoroute .,31/12/2020,sand13220
13026,13220,Châteauneuf-les-Martigues,2,2,1,3,2,0,1,L etat des routes est decevantes tres dangereuse en moto suite aux travaux la finition du bitume est pitoyable bosses sur la départementale route avec des trous.,27/11/2021,Didier 
13026,13220,Châteauneuf-les-Martigues,3,4,5,5,4,0,0,COIN TRANQUILLE EN CAMPAGNE PAS TROP LOIN DES GRANDES VILLE MAIS QUI S'AGRANDIT BEAUCOUP TROP DONC  TROP DE POPULATION VENANT DES GRANDES VILLES.,11/01/2021,PHANIE
13026,13220,Châteauneuf-les-Martigues,4,4,3,4,4,0,0,"C'est un belle endroit ,très calme et tout des commerces,des écoles, très bien desservi par le transport en commun.etc..",18/01/2020,Cecilia
13026,13220,Châteauneuf-les-Martigues,3,3,2,2,1,0,0,Ville très peu animée. Centre ville manquant de commerce. Le prix de l'immobilier y est trop important par rapport à la qualité de vie. ,14/12/2019,Antoine
13026,13220,Châteauneuf-les-Martigues,4,3,4,2,3,1,1,Je trouve ma ville propre mais inadapté quand on a des enfants. Trottoir trop petit du coup il y est compliqué de circuler avec une poussette.,20/04/2019,Thalie13701
16090,16120,Châteauneuf-sur-Charente,3,2,3,5,3,0,0,En phase de transition ...,11/01/2017,S
45082,45110,Châteauneuf-sur-Loire,0,2,3,0,0,0,0,"Négatif : aucun aménagement pour handicapés, trottoirs servant de parking et de pistes pour vélos et trotinettes ,inaccessible aux personnes à mobilité réduite",04/12/2021,Kyky
45082,45110,Châteauneuf-sur-Loire,4,3,3,5,5,0,0,Travaillant à Châteauneuf sur Loire  cette ville est pratique ! mais de plus en plus de mauvaises fréquentations malheureusement.. Sinon le cadre de vie est agréable,01/03/2022,mama45
45082,45110,Châteauneuf-sur-Loire,2,3,2,2,2,1,1,"Le maire peut mieux faire , c'est pourquoi elle à été élu , pas par moi mais pas les autre, la fragilité des gens les incite à votés n'importe qui ou n'importe quoi",10/06/2021,vatef
45082,45110,Châteauneuf-sur-Loire,2,3,3,2,2,0,0,"J'aurai plus atterrir dans une mayeur ville , j'avais le choix mais le temps me manquait , d'autre j'avais  l'opportunité du choix ",06/01/2021,vatef
45082,45110,Châteauneuf-sur-Loire,5,4,4,5,4,0,0,"Ville tranquille. Les bords de Loire, de l'emploi. Bientôt un lycée. Le train...un jour... ? Au centre du Loiret.",20/01/2020,Al
45082,45110,Châteauneuf-sur-Loire,4,4,3,4,3,0,0,VILLE DE BORDS DE LOIRE AGRÉABLE AVEC PROXIMITÉ DE L'ESSENTIEL QUI MÉRITERAIT JUSTEMENT D'ÊTRE DÉVELOPPÉE AVEC LYCÉE ET AUTRE COMMERCES,13/02/2019,STEDE
45082,45110,Châteauneuf-sur-Loire,4,5,5,2,3,0,0,"Ville attrayante qui se donne les moyens de proposer de multiples activités, bien que la baisse de financement public se fait ressentir dernièrement.",25/02/2018,Marina
45082,45110,Châteauneuf-sur-Loire,3,1,2,2,2,0,0,ACCES AU SPORT TROP CHER PAS DESSERVI CORRECTEMENT PAS LES TRANSPORTS PAS SOCIALE QUAND ON A DES DIFFICULTEES,09/01/2017,DIDINE
4053,04200,Châteauneuf-Val-Saint-Donat,5,5,3,5,2,2,1,"Village très agréable , Calme et très joli mais magasin à 5 km aucun commerce a part un bar très agréable ",10/05/2021,Anne
13027,13160,Châteaurenard,3,4,4,4,4,0,0,"Aspects positifs : beaucoup de commerces, de services, d'activités culturelles, d'animations... Aspects négatifs : la ville s'agrandit trop, les champs et la campagne diminuent de plus en plus",06/03/2021,Caro
13027,13160,Châteaurenard,4,5,5,5,5,0,0,Ville très agréable à pratiquer au quotidien. Elle est pourvue de tous les commerces de proximité nécessaire et possède de nombreuses installations sportives.,12/04/2021,Quentin
13027,13160,Châteaurenard,3,3,3,4,4,0,0,"Pas trop grande, pas trop petite. Proximité de Avignon.",08/01/2020,Jean-Baptiste
13027,13160,Châteaurenard,3,3,5,4,1,0,2,"Chateaurenard dans le Loiret est un petit chef de canton entre Montargis et Auxerre. C'est une ville très agréable pour se balader avec des infrastructures sportives et éducatives en développement (nouveau gymnase, nouveau collège). La ville est également très fleurie, jolie en bord de l'ouanne (crues) et des panneaux d'information atypique révèle l'aspect historique. Mais une population mal famé s'installe et créée de la délinquance.",22/10/2017,Agkistrodon
13027,13160,Châteaurenard,4,2,4,4,3,0,0,C'est une ville où il y a tout ce qu'il faut mais chère.,16/02/2017,Beverly13
36044,36000,Châteauroux,3,3,4,3,3,4,0," La ville est triste à s'ennuyer, beaucoup de commerces qui ferment. Nous sommes loin de l'époque de la base américaine qui apportait richesse à la ville. Rien qui retienne ici. ",18/05/2021,Fredo36
36044,36000,Châteauroux,2,1,1,1,1,1,1,"Les rares avantages de Chateauroux resident dans le calme (si on aime ça on est servi), pas de bouchons (ben oui y a personne...), la verdure (c'est la cambrousse même en pleine ville. Autour j'en parle même pas : le desert), l'immobilier très peu cher (beaucoup plus d'offre que de demande.). Quelques activités pas trop mal sur Belle Isle. ",02/02/2022,Antony
36044,36000,Châteauroux,4,4,4,4,4,1,3,"Très belle ville, on se sent bien super sympa très bien desservi !",06/12/2021,PatNat
36044,36000,Châteauroux,,,,,,3,0,"Très belle ville ???  Y a rien à voir : château fermé, 1 seul musée et totalement vide de visiteurs, 2 pauvres rues dans le centre ancien, tout le reste est moche (building hideux, colonnes devant la mairie, boulevards des années 50, sales et délabrés,...) Très bien desservie ?  Quasi pas de trains, zero TGV, aeroport sans quasi aucun vol, une seule autoroute nord sud et encore elle ne va pas sur Tours qu'il faut rejoindre par des Départementales . On ne doit pas parler de la même ville... ",13/01/2022,Louis
36044,36000,Châteauroux,4,4,5,5,4,3,3,"Un centre ville comme tous les centres villes, puisque aujourd'hui, les magasins vont beaucoup s'installer en zone commerciale tout autour comme partout. Il faudrait un peu plus d'activités et d'animations les weekends, une patinoire, un plus grand bowling... des endroits pour sortir pour les jeunes, et en famille... Des vendredis et samedis soir plus vivants en nocturne.",27/10/2021,Doudou
36044,36000,Châteauroux,3,3,3,3,3,3,1,La ville doit commercer de nouveau avec les américains et retrouver sa prospérité.,28/09/2021,Marius
36044,36000,Châteauroux,3,3,4,4,4,3,3,Dommage pour cette ville qui a l'image d'une ville ennuyeuse qui lui colle.,11/09/2021,David
36044,36000,Châteauroux,4,4,5,5,5,2,4,"Ville en pleine dynamique et évoluant dans un cadre vert et plaisant, les espaces urbains sont agreables avec de nombreux espaces verts , les places du centre ville permettent de respirer et de retrouver des plages ensoleillées ,certains quartiers en renovation, certains un peu oubliés (trottoir vieux de 50 ans pour accessibilite, et peu large),une ville qui bouge.",14/02/2021,hyla
36044,36000,Châteauroux,3,1,2,2,3,3,2,"Dans ma ville il n'est guere possible d'aller y faire les magazins car pas de places de stationnement sans avoir a debourser,par contre les bus y sont gratuits,il ya cinema ,restau,.Mais surtout un skate park,et là ,l'ete il y vient tous les enfants du coin !!",28/12/2020,Pat
36044,36000,Châteauroux,4,4,4,4,4,2,2,Ville moyenne de 50 000 habitants desservie par service bus gratuit,20/11/2019,Djo
36044,36000,Châteauroux,4,4,4,3,3,2,4,Vile agréable pour élever des enfants dans le calme et suffisante pour des activités,27/08/2019,Marie
36044,36000,Châteauroux,4,4,4,4,4,3,3,Ville agréable qui mériterait d'être mieux considérée. Il fait bon y vivre et d'y élever des enfants.,08/08/2019,Cleolya
36044,36000,Châteauroux,4,4,4,4,3,0,4,"Pour le Positif presque tout,l autoroute est à côté. Pour le Negatif elle se situe loin de la mer,de la montagne et les hivers sont pluvieux et venteux.",18/07/2019,Lili
36044,36000,Châteauroux,4,3,3,3,4,2,5,Petite ville de 45000 habitant  proche de Tours Limoge Paris bien decervie en tout on a rien a enviers au grandes villes nous avons de belles forets,16/02/2019,Keti
36044,36000,Châteauroux,4,4,4,4,4,3,4,"Une ville souvent montrée du doigt, mais on y est bien. La vie est calme est agréable. Pas de bouchon, tout ce qu'il faut comme commerce et tout est fait pour les enfants. que du bonheur",17/04/2018,Griboulla
36044,36000,Châteauroux,1,5,4,2,2,3,5,"Une ville qui se développe au niveau du sport. On a plein de chinois qui viennent apprendre chez nous mais qui ne se mélangent à personne. Sinon, cette ville est une ville sportive",08/04/2018,Nathaliepaul
52114,52120,Châteauvillain,3,3,2,5,5,0,0,Petite cité très jolie à proximité d une magnifique forêt. Pour les amoureux de la nature. Un rêve.,03/05/2020,Oisif
3066,03250,Châtel-Montagne,4,4,5,5,4,0,0,Une vie calme et reposante en milieu rural. Un environnement préservé. De grands espaces et une magnifique église,27/01/2021,natacha
57134,57160,Châtel-Saint-Germain,5,5,5,5,5,0,0,Village parfait ,06/10/2021,Dydy
57134,57160,Châtel-Saint-Germain,5,5,5,5,5,0,0,Commune parfaite je ne partirai jamais d ici!!! Bonne ambiance de village personne à l écoute et respect du voisinage. ,26/07/2021,Louann
17094,17340,Châtelaillon-Plage,4,4,4,4,4,1,0,Tres jolie touristique propre beaucoup d'annimations fête forraine  tres agréable de se promener sur le bord de mer .,12/05/2020,Laura07
17094,17340,Châtelaillon-Plage,5,5,3,5,5,0,0,"Peu de choix pour le sport des tout-petits, sinon un cadre de vie très agréable avec la mer. Tous les commerces essentiels à portée de main.",02/01/2022,Laure
17094,17340,Châtelaillon-Plage,0,4,3,5,4,0,1,"Grande surprise  , la covid n existe pas à chatelaillon plage puisque le long et sur la plage 75 pour cent des personnes ne portent pas le masque  ...",04/03/2021,Maryse 
17094,17340,Châtelaillon-Plage,3,3,4,4,3,0,1,Trop de verbalisations pour le stationnement par la police municipale. RIen de tel pour faire fuir les touristes et donner une mauvaise image de la municipalité !,08/11/2020,Môa
22206,22170,Châtelaudren-Plouagat,4,4,4,5,4,0,0,"Le lac est super et tout proche de la maison, moment agréable et passer là bas. Commerces proches égalementw",27/01/2021,Eloïse
25132,25640,Châtillon-Guyotte,4,2,3,5,2,0,0,"Village rural donc avantages de la campagne en termes d'environnement, inconvénients en terme d'animations et de sorties mais globalement j'aime mon village !",10/04/2017,Cvine72
1092,01320,Châtillon-la-Palud,5,5,3,4,4,0,0,Très beau village très vivant  il y fait bon vivre pleins de belles balades à effectuer je vous le conseille ,15/09/2021,Knop
1092,01320,Châtillon-la-Palud,4,3,2,3,2,0,0,Ville où tout le monde ou presque se connaît et se sent bien malgré des commerces et animations peu nombreux,02/04/2020,Lolo180880
1093,01400,Châtillon-sur-Chalaronne,5,4,4,4,3,3,0,"Ma ville est jolie, fleurie, calme. Il y a tout le nécessaire à proximité bien que ce soit une petite ville. Elle est très agréable et je m'y sens bien",13/02/2018,Shishi
1093,01400,Châtillon-sur-Chalaronne,4,4,3,3,3,0,0,Bon vivre en général ,08/10/2021,tvOSj
1093,01400,Châtillon-sur-Chalaronne,3,4,5,4,3,0,0,"Propreté à revoir, beaucoup de crottes de chien et de dechets sous les halles suite à l'incivilité de certains",25/08/2021,Sylvie
1093,01400,Châtillon-sur-Chalaronne,4,4,4,4,4,0,0,Jolie ville calme et sans problème ou il fait bon se balader ! Les écoles et les commerçants sont sympa !,17/03/2021,savina
41043,41130,Châtillon-sur-Cher,4,3,3,2,1,0,0,Pas assez de commerce d association ect le lieu pourrait etre beaucoup plus visité par contre tres bonne ecole,05/11/2019,Soso
36045,36700,Châtillon-sur-Indre,4,3,4,4,4,0,1,Petite ville rurale,01/02/2017,Carolineboom
21154,21400,Châtillon-sur-Seine,3,3,3,3,2,0,1,Le stationnement en centre ville dont le prix est totalement délirant : 30 € au-delà  de 2 heures et parfois on peut avoir besoin de stationner plus de 2 heures sans pouvoir revenir jusqu'au parcmètre pour remettre de l'argent. C'est vraiment n'importe quoi.,10/04/2019,Hélène92
38094,38440,Châtonnay,4,4,3,4,4,1,1,C est un joli village animé avec des commerces de proximités ainsi que des médecins. on peut se ballades à travers les différents chemins forestiers. le seul inconvénient c est la route très passagère vers le haut du village où perso je ne respecte la limitation de vitesse et cela au risque de nos enfants qui prennent le bus.,20/07/2019,Milie
38094,38440,Châtonnay,5,4,4,5,4,0,0,Village calme et agreable a vivre. Des commercants très sympa. Une bonne école maternelle et primaire pas très loin des villes de st jean de bournay et la côte saint andré.,30/01/2022,Lolo
38094,38440,Châtonnay,4,4,4,5,5,0,0,"Tous les commerces nécessaires sont disponibles dans le village, le voisinage est généralement très sympathique en dehors de quelques exceptions.",09/01/2022,Nadège
38094,38440,Châtonnay,5,3,4,5,3,0,0,"Village tranquille et calme, beaucoup de chemins et de forêts pour se promener. Quelques commerces. Prix de l'immobilier raisonnable. Mais attention aux bouchons pour accéder à l'autoroute A43 le matin pour ceux qui veulent travailler du côté de Lyon. Aucun transport en commun hors scolaires.",01/04/2021,Didier
38095,38160,Chatte,4,4,4,4,3,0,0,Village à la campagne en isere proche de tout commerce avec beaucoup d'activité sportive culturel...,18/07/2020,Guigui
26088,26300,Chatuzange-le-Goubet,4,4,4,4,3,0,0,"Il manque une banque dans la ville, ainsi que plus de passage des transport en commun. L'aspect positif est la vu sur le vercors.",21/11/2021,setete
26088,26300,Chatuzange-le-Goubet,4,5,3,4,5,0,0,Tres beau village il y a de jolies endroit pour se balader et ses un village tres calme et reposant t,18/08/2021,Yarynail
26088,26300,Chatuzange-le-Goubet,4,5,5,5,4,0,0,Il manque un point retrait banquaire le reste et tres bien un village agréable et les service aussi ,03/07/2021,Ophelie 
54122,54200,Chaudeney-sur-Moselle,5,4,4,2,4,0,0,Ville très dynamique avec un patrimoine bien valorisé,25/01/2017,Over51
28094,28210,Chaudon,4,2,2,3,2,0,0,"Petite commune d'Eure et Loir d'environ 1 600 habitants, ma commune manque cruellement de moyens pour parvenir à satisfaire notre jeunesse (sports, médiathèque...)",06/10/2019,Rufus28
28094,28210,Chaudon,4,4,0,2,2,0,0,Petit village à la campagne tout proche de la campagne la nature le bonheur la vie mais loin de tout,27/02/2019,Bertrand
2172,02200,Chaudun,4,4,2,4,2,0,0,Accueillante et agréable familiale et campagnarde. Comporte peut de commerce mais elle est reposante.,30/09/2019,Momo
44005,44320,Chaumes-en-Retz,4,5,4,4,4,0,0,Ville calme. A proximité  de Nantes ainsi que de la côte pour profiter des belles plages de Loire Atlantique. ,25/08/2021,Jc
44005,44320,Chaumes-en-Retz,4,3,3,4,3,0,0,Petite ville de campagne calme mais proche de plus grande ville. Ville rassurante ou on s'y sent en sécurité,28/11/2020,Elo181196
44005,44320,Chaumes-en-Retz,4,5,5,4,5,0,1,Une belle commune où il y fait bon vivre. ,12/11/2020,Rototo
52121,52000,Chaumont,1,3,1,2,1,2,0,"Les aspects  positif sont la tranquilité , bon patrimoine et c'est alentours. Et les aspects négatifs sont manque de commerces et d'activités .",31/07/2021,Val52
52121,52000,Chaumont,4,4,3,4,4,1,1,"Chaumont ville chaleureuse malgré un climat frisquet, je te découvre depuis l'année dernière chaque jour un peu plus et déniche des endroits à visiter, des restaurants à ""déguster"" et des paysage de haute marne à couper le souffle ! vive les éoliennes !",02/05/2020,Val
52121,52000,Chaumont,4,3,3,4,2,2,0,Ville de campagne où il fait bon vivre,26/03/2020,NATH58
52121,52000,Chaumont,4,4,4,4,4,0,1,Ville dynamique. En 5 ans nous avons vu notre ville se moderniser. (musée de l affiche complexe cinéma). Attendons notre complexe sportif prévu en 2020.,27/08/2019,Domi
52121,52000,Chaumont,3,0,0,2,0,1,4,"Cella fais 15 ans que j'habite à Chaumont (pas de possibilité  pour demenager pour l'instant :/ ) et SOYONS HONETTE: c'est une ville moche, toute grise, deporvu des animations et qui se vide progressivement de ses habitants (il suffit regarder les statistiques !) Beaucoup de retraites, imposssible de changer un medecin. L'hopital a très mauvais reputation. Seul point positif: les beaux forets. Sinnon le climat fais fuir: +35 ° en été, -20 °en hiver. Les batiments et la plupart des appartaments à louer sont vieux  et extremment mal isolées. Les magasins ferment les unes apres les autres. De + en + de pauvrete, chomage.  C'est une ville avec une securité qui se degrade. Le lieu de vacances des Gens de Voyage. Quand quelqun dit que c'est une ville ""calme"" vous pouvez traduire ""morte"".  En vacances la seule attraction c'est ""Chaumont plage"". Et là toute la ville s'entasse sur 100m2 de parc placé entré 2 routes à fort trafic de bagnoles. L'horreur. Les pauvres ont que ça! Les jeunes gens partent et ne reviennent pas. Ils preferent de loin Dijon ou Troyes. Ils ont raison. ",10/08/2019,Christine
52121,52000,Chaumont,4,2,2,2,2,1,0,"C est petit et calme , cependant loin de tout , 100kms d une ville digne de se nom.  tres peu de magasins et surtout pas le choix , une grande zone devait etre construite mais comme le terrain appartient a une ou deux grandes familles tous est bloque et ouiii les joie de la petite bourgeoisie . et pourtant il parait qu en 1789 un truc c est passé CQFD.",25/02/2019,Alain
52121,52000,Chaumont,4,3,3,3,3,2,0,"C'est une ville convenable, calme, manque de commerces mais ça reste une belle ville. Pas mal de visite à faire.",30/01/2018,MELUZINE
41046,41600,Chaumont-sur-Tharonne,5,5,4,5,4,0,0,"Super petit village où il fait bon vivre. Les espaces verts sont très bien entretenus ! Nous sommes à côté de la nature, donc pas le bruit de la ville ! ",27/06/2021,Emeline
2173,02300,Chauny,4,4,4,4,4,1,0,"Petite ville accueillante, fleurie, attractive, sportive et culturelle. Proximité des services  et proche des grands axes",01/02/2020,Biloute
2173,02300,Chauny,5,5,5,4,5,0,0,Petite ville simpatique,31/01/2022,Nicnic
2173,02300,Chauny,3,4,5,2,5,0,1,"Air parfois vicié :odeurs désagréables : (dues à  un ou des sites de production chimique ?) Jolie ville , propre,attrayante, tous commerces, centre ville dynamique. De nombreuses activités sportives et culturelles. ",05/12/2021,Floyd
2173,02300,Chauny,4,5,4,5,5,1,1,"Ville fleurie, vegetalisée, illuminée pour les fêtes de fin d'année. ",13/02/2021,Joelle
2173,02300,Chauny,5,3,4,4,4,0,0,Sa situation permettre de résider dans cette jolie ville et travailler dans la région Parisienne. La vie est peu chère ´ l.immobilier est très peu chère . 2 éléments qui sont de nature à motiver une population désireuse de trouver un équilibre de vie très satisfaisant. Je vous invite à y réfléchir.,02/02/2021,André
2173,02300,Chauny,4,1,3,4,4,1,1,"Ma ville est Calme et propre, il y a de très bonne relation citoyennes. Enrichissante pour les enfants, les adultes et personne âgées. Beaucoup d'activités sportives et ludiques sont mises en olace !!! Marcher de noel parade fête foraine....",15/10/2019,Sabrina.bina
2173,02300,Chauny,4,4,4,3,4,0,1,C'est une ville très bien. Étant donner que l'environnement ap tellement changer que beau coup de rue sont sale,06/08/2019,Obe
2173,02300,Chauny,3,4,4,3,2,0,0,"Il y a un manque de médecins, de spécialistes et certains services sont réduits. Il manque de magasins spécialisés. Le reste , ca va.",13/03/2019,Ludo
